gene_names,ApoE.2,ApoE.3,ApoE.4,ApoE.5,ApoE.6,DKO.1,DKO.3,DKO.5,DKO.6,DKO.7,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
Mybpc3,117.4603318,11.28597501,6.566484461,10.93303512,22.77582741,212.9701118,8.825641317,3430.148683,8.527313253,20.10221809,355.1437732,-4.44309404,1.379408661,-3.221013588,0.001277381,0.14173346
Sympk,3100.445738,2873.221139,2808.579211,3066.108961,3086.580131,3254.144231,3335.111791,3513.068434,3560.153283,3643.862066,3279.252979,-0.212466725,0.066164951,-3.211167277,0.00132197,0.144998309
Spsb3,1190.659047,1050.536174,1059.080137,1134.606089,1280.912534,1546.475628,1371.896911,1401.238829,1311.074413,1345.508464,1283.093368,-0.287152641,0.089491011,-3.208731684,0.001333218,0.145312427
Rapsn,64.22291526,115.6812439,109.7540974,91.10862602,78.34884631,60.56948134,38.24444571,50.38162081,43.3471757,81.74902024,75.82703336,0.758027614,0.236440694,3.205994712,0.001345965,0.145784793
1700055N04Rik,6.760306869,4.702489589,0.938069209,3.644345041,13.66549645,59.59255422,20.59316307,29.38927881,6.39548494,13.40147873,13.90951675,-2.109062064,0.660489198,-3.193181768,0.001407143,0.150529601
Bag6,5208.816443,4869.898218,5277.577369,5364.4759,5145.514929,5597.792388,5543.483374,6253.618683,5708.325613,6222.306573,5485.99523,-0.180789921,0.056600057,-3.194165001,0.001402359,0.150529601
4930481A15Rik,157.1771347,213.4930273,127.5774124,193.1502872,309.7512528,388.8169931,422.6501564,532.1558698,207.4979558,304.2135671,290.6686546,-0.889239336,0.279418527,-3.182463764,0.001460278,0.154962947
Cstad,50.70230152,39.50091255,153.8433502,68.0277741,24.59789361,30.28474067,23.53504351,34.63736431,12.08036044,29.4832532,51.23872574,1.382082546,0.434919584,3.177788714,0.001484029,0.154962947
Pcdhb14,419.9840642,544.5482944,687.60473,567.3030447,432.7407209,348.7629813,336.3549968,429.293394,383.7290964,435.5480587,451.8702153,0.456456804,0.14364263,3.177725195,0.001484354,0.154962947
S100a4,1137.421631,2187.598157,3030.901614,1605.941381,2995.476822,1163.520198,773.7145554,931.0103679,1243.566516,1732.8112,1629.478046,0.907122569,0.28610439,3.170599964,0.001521245,0.157863308
Atp6v0d2,63.3778769,717.5999113,1215.737695,63.16864738,1910.436404,199.2931322,75.5082646,226.7172936,162.0189518,206.3827724,335.1526416,2.190729218,0.693380359,3.159491309,0.001580448,0.159385112
Il13ra1,1348.68122,2176.312182,2960.546423,1851.327281,2574.579531,1489.813856,1319.92369,1350.857208,1085.811221,1673.844693,1693.630375,0.657500144,0.20810796,3.159418518,0.001580843,0.159385112
Pdp2,1625.853802,1628.942394,1128.497258,1677.613501,1818.422061,2153.147369,2733.006928,3330.435059,1817.028332,1881.567613,2169.201465,-0.596655494,0.18876143,-3.160897301,0.001572839,0.159385112
Runx1,981.0895344,1276.255674,2432.413458,612.2499669,1408.457167,491.3943406,544.2478812,968.7965835,552.8541425,829.5515333,796.9206516,0.98728605,0.312590543,3.158400247,0.001586376,0.159385112
Upk3b,48.16718644,9.404979178,3.752276835,3.644345041,6.377231676,324.3398033,247.1179569,95.51515612,239.4753805,2.680295746,110.0281318,-3.667004244,1.158754139,-3.164609402,0.001552913,0.159385112
Tnn,73.5183372,106.2762647,348.0236765,81.39037258,134.8328983,65.45411693,80.41139866,28.33966171,47.61083233,75.04828088,88.7977542,1.32876453,0.421075708,3.155642806,0.001601448,0.159500588
Aldh3b2,149.5717895,105.3357668,70.35519066,108.1155695,219.5589763,453.2941829,477.5652579,215.1715055,179.7841877,192.9812937,209.7253149,-1.217162775,0.386140144,-3.152127004,0.001620858,0.16051121
Capg,1281.92319,1622.358908,2253.242239,1386.065897,2817.825368,1419.475103,1056.135078,1240.647412,1156.872165,1247.67767,1452.553159,0.613309623,0.194764708,3.148977192,0.00163843,0.160908867
Ccl2,191.8237074,196.5640648,166.03825,112.9746963,287.8864585,75.22338812,52.9538479,130.1525204,108.723244,128.6541958,110.3285602,0.950816227,0.302030107,3.148084261,0.001643443,0.160908867
Il1r1,2344.136407,4593.391831,4967.07646,3758.534519,3586.737301,2443.294723,2388.806916,2424.615501,2166.648176,3323.566725,2963.208803,0.595026785,0.189368145,3.142169365,0.00167701,0.161783213
Kcnk2,98.86948796,39.50091255,38.46083756,61.9538657,74.70471392,127.9774525,116.6945907,248.7592527,91.66861747,103.1913862,89.41356279,-1.131955538,0.360313903,-3.14158163,0.00168038,0.161783213
Trim66,93.79925781,73.35883759,37.52276835,69.24255578,43.72958864,109.4158373,117.6752176,135.4006059,109.4338534,75.04828088,86.29573646,-0.786635338,0.250219872,-3.143776436,0.001667828,0.161783213
Trp53i11,829.8276682,879.3655531,954.9544545,1207.49299,801.709125,1137.143166,1297.369274,1618.509568,1221.537623,1462.101329,1125.520622,-0.527986496,0.168264617,-3.137834347,0.00170201,0.16296044
Polr2b,3691.12755,4099.630424,3953.961715,3736.668449,4097.826868,3580.437889,3545.946556,3670.510999,3436.507241,3354.390126,3777.611472,0.154764656,0.049431136,3.130914432,0.001742629,0.164129159
Tbl1xr1,4442.366651,5537.65174,5993.324175,4770.447659,4877.671199,4187.109629,4001.938024,4289.785088,4310.556849,4631.551048,4805.036545,0.25859073,0.082566208,3.131919659,0.001736674,0.164129159
Aqp5,20.28092061,15.9884646,55.34608332,26.72519697,31.88615838,7.815416947,8.825641317,15.7442565,2.131828313,13.40147873,14.20414203,1.681457376,0.537410868,3.128811635,0.001755148,0.16441466
Hist1h4a,72.67329884,182.4565961,78.79781354,146.9885833,131.1887659,76.20031524,79.43077185,58.77855761,76.03520984,71.02783726,92.44142226,0.754836004,0.242183178,3.116797831,0.001828269,0.17034356
Fgr,190.9786691,266.1609107,398.6794137,98.39731611,401.7655956,127.9774525,113.7527103,193.1295464,81.0094759,115.2527171,146.0821615,1.106043634,0.355058297,3.115104317,0.001838799,0.170408455
Taf1c,341.3954969,352.6867192,308.6247697,369.2936308,320.68365,365.3707423,393.231352,435.5910966,402.2049418,519.9773747,380.7410344,-0.31869455,0.102429538,-3.111353967,0.001862316,0.171669837
Adam5,52.39237824,66.77535216,85.364298,91.10862602,125.7225673,38.10015762,62.76011603,40.93506691,44.05778514,54.94606279,69.51043242,0.809639675,0.260437858,3.108763372,0.001878721,0.172265809
Apcdd1,787.5757502,725.1238946,651.0200309,727.6542265,681.4527562,1075.596757,1193.422831,784.0639738,816.4902439,920.6815886,846.800212,-0.422790877,0.136269512,-3.10260799,0.001918235,0.173140734
Mybl1,207.0343979,479.6539381,503.7431651,331.6353987,284.2423261,232.5086542,182.3965872,184.7326096,207.4979558,273.3901661,298.9063193,0.74283111,0.239360323,3.103401189,0.001913101,0.173140734
Pipox,128.4458305,158.9441481,255.1548248,166.4250902,153.9645933,91.83114913,84.33390591,99.71362452,117.9611667,124.6337522,131.9469479,0.73568432,0.237091799,3.10295136,0.001916011,0.173140734
Clu,11387.73692,19096.81022,29992.88681,15812.81313,24864.8263,11133.06144,8568.717092,13072.98098,11489.13339,15296.44782,14336.72004,0.764188663,0.246690809,3.097758961,0.0019499,0.174255297
Scfd2,803.6314791,731.7073801,813.306004,787.1785289,774.3781321,880.2113337,941.4017404,904.7699404,840.6509648,934.0830674,835.5516305,-0.200903647,0.06485704,-3.097638224,0.001950694,0.174255297
Atf5,1199.109431,1374.067458,1426.803267,1488.107558,1618.905813,1484.92922,1639.608031,1923.948145,2053.661275,2071.868611,1536.437628,-0.368432457,0.119183426,-3.091306151,0.001992781,0.175303992
Gltpd2,9.295421945,13.16697085,6.566484461,17.00694352,12.75446335,6.838489829,1.961253626,2.0992342,3.553047189,2.680295746,7.441178142,1.748891489,0.565200571,3.094284716,0.001972881,0.175303992
Ptplad2,515.4733988,1188.789368,1000.919846,992.4766328,1207.118853,613.5102304,563.8604174,531.1062527,672.2365281,750.4828088,810.3953469,0.647589032,0.20944543,3.091922473,0.001988648,0.175303992
Slc37a2,274.6374666,568.0607424,827.3770421,251.4598078,1211.674018,323.3628762,256.924225,344.2744089,279.9801185,272.0500182,378.422274,1.085781263,0.351912105,3.085376283,0.002032948,0.17793427
Kcng3,8.450383586,15.9884646,13.13296892,2.429563361,3.644132386,28.33088643,7.845014504,44.08391821,18.47584538,34.84384469,18.15629409,-1.589580425,0.515842732,-3.081521415,0.002059457,0.179348659
6330408A02Rik,323.6496914,361.1512004,400.5555521,349.8571239,328.8829479,290.1473542,277.5173881,236.1638475,292.0604789,318.9551937,319.500761,0.3194084,0.104372328,3.060278598,0.002211312,0.182146741
Arhgef6,2029.782137,2479.152511,2610.646608,2322.662573,2278.493775,1802.430533,1671.968716,1910.303122,2030.211164,2118.773787,2281.753437,0.298128742,0.097590126,3.054906835,0.002251304,0.182146741
BC051070,7.605345228,2.821493753,5.628415253,1.21478168,11.84343026,19.53854237,72.56638416,18.8931078,11.369751,5.360591491,13.36132507,-2.116031696,0.689535542,-3.068778283,0.00214936,0.182146741
Ckap2l,32.11145763,47.02489589,56.28415253,31.58432369,89.28124346,24.42317796,17.65128263,26.2404275,26.2925492,18.76207022,31.53836621,1.173481032,0.382946609,3.06434632,0.002181462,0.182146741
Dll4,418.2939875,518.2143527,470.9107428,646.2638539,553.9081227,563.6869473,778.6176895,1259.54052,603.3074126,983.6685386,631.7318598,-0.68357615,0.222834695,-3.067637876,0.002157579,0.182146741
Dnahc6,44.78703301,54.54887923,45.02732202,42.51735881,71.97161463,118.2081813,75.5082646,94.46553902,56.84875502,92.47020322,66.02482532,-0.747898731,0.244751948,-3.055741691,0.002245046,0.182146741
Efcab7,119.1504086,248.2914503,136.0200353,174.928562,172.1852553,100.6234932,112.7720835,70.32434571,127.1990894,124.6337522,142.1439634,0.665326285,0.217493752,3.059059297,0.002220332,0.182146741
Igfbp3,1258.262116,885.0085407,904.2987173,1480.818868,1253.581541,2392.494513,2986.989272,1578.624119,1568.315029,1259.739,1441.610552,-0.759584831,0.247304029,-3.071461603,0.002130136,0.182146741
Notch4,1438.255286,2035.237494,1886.457179,2091.854054,2308.557867,2932.735209,2568.261623,2616.695431,2120.458562,3755.09434,2457.76159,-0.519343133,0.16946394,-3.064623264,0.002179443,0.182146741
Nup88,2274.843261,2139.632763,2303.897977,2213.332222,2289.426172,2074.993199,2027.936249,2117.077691,1907.98634,1935.173528,2170.818005,0.157588452,0.051468336,3.061852479,0.002199718,0.182146741
Plk4,315.1993078,336.6982546,359.280507,371.7231942,280.5981937,205.1546949,240.2535692,266.6027434,246.5814749,308.2340107,298.2114465,0.395932731,0.129390645,3.059979589,0.002213521,0.182146741
Prlr,370.1268011,495.6424027,503.7431651,562.443918,634.9900683,664.3104405,1189.500324,1047.517866,613.2559448,601.7263949,604.0740266,-0.681774267,0.222288915,-3.067063727,0.002161728,0.182146741
Ptgfrn,2580.747147,2971.97342,4427.686665,3726.950195,3601.313831,2154.124296,2496.675866,2696.46633,2943.344291,2496.695487,2881.91853,0.436423623,0.142134069,3.07050678,0.002136958,0.182146741
Star,458.8558287,442.0340214,413.6885211,472.5500736,322.5057162,392.7247016,3412.581309,494.3696542,1064.492938,431.527615,670.2913534,-1.458289705,0.475604081,-3.066184174,0.002168097,0.182146741
Trim72,37.18168778,12.22647293,23.45173022,23.08085193,11.84343026,51.77713728,30.3994312,419.8468401,24.16072088,12.06133086,61.35126575,-2.319034965,0.759397431,-3.053783001,0.002259755,0.182146741
Wif1,55.77253167,317.8882962,413.6885211,225.9493925,166.7190567,57.63869999,20.59316307,17.8434907,149.9385914,108.5519777,173.5353369,1.732730061,0.5667174,3.057485196,0.002232027,0.182146741
Impad1,4852.210255,5736.096801,5351.684836,4919.865805,4933.244218,4567.134279,4525.592742,4277.189683,4759.662014,4378.2631,4870.21677,0.196250028,0.064302273,3.05199206,0.002273281,0.182388714
Gm17455,9.295421945,24.45294586,59.09836015,21.86607025,44.64062173,15.63083389,3.922507252,15.7442565,7.816703815,12.06133086,17.64912776,1.542372663,0.506121899,3.047433169,0.002308048,0.184324789
Nr4a3,271.2573131,286.8518649,524.3806877,286.6884766,121.1674018,365.3707423,572.6860588,1270.036691,748.9823474,360.4997778,490.8783804,-1.15489615,0.380356391,-3.036352685,0.002394591,0.188628455
Oacyl,16.90076717,18.80995836,39.39890677,13.36259848,32.79719148,14.65390678,12.74814857,7.347319701,9.23792269,8.040887237,20.75205085,1.22064334,0.401907953,3.037121635,0.002388491,0.188628455
Mmp14,1907.251575,2674.776078,3505.564633,2044.477568,3649.598585,2156.07815,1839.655901,1724.520896,1653.588162,1972.697669,1995.363137,0.5605468,0.184935653,3.031036967,0.002437154,0.19111258
Slfn4,136.0511757,67.71585008,75.98360591,42.51735881,102.0357068,80.10802371,167.687185,185.7822267,100.1959307,621.828613,121.2226991,-1.439528417,0.475641942,-3.026495965,0.002474061,0.193132798
Acss2,2711.728093,1253.683724,991.5391537,1891.415076,2055.290666,2017.3545,6225.999635,7368.312043,2838.884704,1723.430164,2416.432225,-1.180020665,0.391554017,-3.013685502,0.002580952,0.194469124
Adam10,3810.277959,4528.497474,5052.440758,4808.105891,4055.008313,3648.822787,3719.517502,3834.251267,3815.972681,3756.434487,4004.691609,0.244935202,0.08124906,3.014621993,0.002572997,0.194469124
Atm,3353.957245,3754.467688,3672.540952,3635.841569,3087.491164,3014.797087,3147.81207,2892.744728,2959.688308,2933.583694,3284.022224,0.227392287,0.075342486,3.018115003,0.002543524,0.194469124
Ccno,18.59084389,7.523983342,4.690346044,2.429563361,23.68686051,31.26166779,22.5544167,83.96936802,32.68803414,22.78251384,20.82983315,-1.746549076,0.578392396,-3.019661196,0.002530576,0.194469124
Me1,5998.927308,3919.995321,3820.755887,4851.838031,5126.383234,5373.099151,14324.01586,15444.06601,6245.546348,4670.415337,5836.042184,-0.957449554,0.317580336,-3.014826313,0.002571265,0.194469124
Ms4a6d,198.5840143,521.0358465,503.7431651,149.4181467,1299.133196,219.8086016,224.5635402,272.900446,167.7038273,170.1987798,278.6388597,1.340840215,0.443663287,3.022202321,0.002509428,0.194469124
Sgcb,2613.703643,3856.041463,4113.43348,3259.259248,2726.722058,2328.99425,2213.274717,2155.913524,2737.978164,2826.371864,2863.752522,0.434241737,0.143796484,3.019835564,0.00252912,0.194469124
Ccr5,379.422223,490.9399131,493.4244038,104.4712245,798.9760257,195.3854237,171.6096923,293.8927881,172.6780934,152.7768575,248.0018791,1.201404475,0.39886448,3.012061828,0.002594797,0.194665971
Gga1,1755.989709,1713.587206,1796.402535,1893.84464,1816.599995,2040.80075,1998.517445,2126.524245,1891.642323,2276.911236,1866.441983,-0.202144151,0.067219529,-3.007223555,0.002636458,0.19662454
Trmt12,292.3832721,249.2319482,270.1639321,273.3258781,278.7761276,332.1552203,314.781207,311.7362788,348.9092339,345.7581512,307.1213324,-0.277396157,0.092268497,-3.006401605,0.002643596,0.19662454
Acaca,29054.10885,15150.48096,14780.21845,23524.24724,28777.71345,30306.23307,79281.71657,91912.87023,24221.83329,24333.06493,29295.3323,-1.167966522,0.38913754,-3.001423409,0.002687206,0.198167171
Cetn3,1008.9758,1120.13302,842.3861495,968.1809992,1173.410628,791.3109659,866.8741027,841.7929144,794.4613514,850.9938992,992.6217299,0.303680895,0.101378678,2.995510503,0.002739859,0.200344939
Usp2,832.3627833,832.3406573,1087.222213,934.1671122,849.082846,1024.796547,1512.126546,1424.330405,945.1105522,1269.120036,1183.683079,-0.444847725,0.148442101,-2.996775988,0.002728511,0.200344939
Ccdc55,490.9672864,580.2872153,641.6393388,552.7256645,550.2639903,432.7787135,477.5652579,436.6407137,477.5295422,519.9773747,537.9768661,0.265575376,0.088845054,2.989197084,0.002797116,0.202820202
F5,469.8413274,579.3467174,1310.482685,304.9102018,1086.862484,301.8704796,306.9361925,573.0909367,142.1218875,363.1800735,410.1538628,1.154226886,0.386367666,2.987379607,0.002813801,0.203179878
Akap5,229.0053952,398.7711171,444.644805,330.420617,316.1284845,154.3544847,130.4233661,301.2401078,214.6040502,229.1652863,252.2688885,0.740069435,0.248489466,2.978272875,0.002898778,0.205588865
Hist3h2bb-ps,18.59084389,6.583485425,14.07103813,13.36259848,15.48756264,8.792344066,2.941880439,2.0992342,4.974266064,1.340147873,10.77560391,1.715151259,0.576025339,2.97756217,0.002905507,0.205588865
Mylk3,59.99772346,4.702489589,13.13296892,9.718253443,5.466198579,49.82328304,21.57378988,1063.262122,7.816703815,5.360591491,124.2487664,-3.622383816,1.216602129,-2.977459706,0.002906478,0.205588865
Tbc1d16,2262.167686,1392.877416,1387.40436,1321.682468,1795.646233,3006.98167,2503.540253,2267.172936,2191.519506,1763.634601,1780.576915,-0.523763739,0.175616769,-2.982424416,0.002859753,0.205588865
B4galt5,1336.005645,1447.426296,1947.431677,1155.257378,1625.283044,962.2732116,916.8860701,1156.678044,1332.392696,1113.662882,1128.004122,0.4543343,0.15283079,2.972792981,0.002951034,0.20789196
Mon1a,715.7474898,550.1912819,586.2932555,691.2107761,671.4313922,676.0335659,791.3658381,865.9341077,768.8794116,893.8786312,691.8443522,-0.31249429,0.105214957,-2.970055775,0.002977457,0.208904159
Evi2b,334.63519,402.5331088,519.6903417,363.2197224,447.3172504,295.0319898,320.6649678,328.5301524,322.6166847,296.1726799,330.6237789,0.403073335,0.13581267,2.967862536,0.002998784,0.209552131
Tnfrsf9,98.0244496,60.19186674,204.4990875,25.51041529,113.8791371,12.70005254,16.67065582,56.67932341,21.31828313,61.64680215,47.72360338,1.583344164,0.535198681,2.958423144,0.003092173,0.213663521
Vwa5a,5841.750173,5577.152653,5564.626546,5320.74376,6047.437695,4805.504495,5193.399601,4622.513709,5470.982061,4615.469274,5222.114349,0.198053065,0.066950971,2.958180633,0.003094607,0.213663521
Akr1cl,1.690076717,18.80995836,6.566484461,3.644345041,10.02136406,3.907708474,224.5635402,8.396936802,42.63656626,5.360591491,24.29435022,-2.805144741,0.951381903,-2.948494956,0.003193254,0.219599537
Anxa8,569.5558537,774.9702843,1830.173026,325.5614903,1334.663486,598.8563236,301.0524316,668.6060928,199.681252,261.3288352,505.2684801,1.252736231,0.425871256,2.941584369,0.003265379,0.220355617
Pim1,983.6246494,770.2677947,738.2604673,626.827347,1156.101,1249.489784,1964.195506,3832.152033,1139.106929,940.7838067,1207.892314,-1.093786373,0.372017267,-2.940149475,0.003280539,0.220355617
Rhbg,35.49161106,31.03643129,37.52276835,38.87301377,160.341825,238.3702169,153.9584096,343.2247918,56.13814558,96.49064684,96.71294213,-1.548372634,0.526615779,-2.940232132,0.003279664,0.220355617
Slc30a6,460.5459055,405.3546026,404.307829,496.8457073,477.3813426,391.7477745,348.1225186,383.1102416,387.2821436,381.9421438,415.9244614,0.24412012,0.082948348,2.943037773,0.003250088,0.220355617
Styk1,34.6465727,60.19186674,75.0455367,97.18253443,24.59789361,39.07708474,25.49629714,12.5954052,29.13498695,22.78251384,37.53513398,1.162989043,0.395246491,2.942439891,0.00325637,0.220355617
Ctss,1623.318687,4616.904279,4315.11836,703.3585929,10476.88061,1787.776627,1489.572129,2110.779988,1419.797657,1334.787281,2181.693043,1.416518761,0.482853163,2.933642916,0.003350094,0.223489903
Lipg,201.1191294,25.39344378,55.34608332,32.79910537,34.61925767,106.4850559,281.4398953,324.331684,237.3435522,95.15049897,138.02736,-1.577874175,0.538122782,-2.932182446,0.003365889,0.223489903
